,Helmet,Goggles,Jacket,Gloves,Footwear
899,0.59,0,0,0,0
900,0.59,0.83,0,0,0
901,0.61,0.74,0,0,0
902,0.72,0.82,0,0,0
903,0.72,0.83,0,0,0
904,0.72,0.74,0,0,0
905,0.72,0.76,0,0,0
906,0.72,0.71,0,0,0
907,0.72,0.71,0,0,0
908,0.72,0.74,0,0,0
909,0.72,0.74,0,0,0
910,0.72,0.75,0,0,0
911,0.72,0.64,0,0,0
912,0.80,0,0,0,0
913,0.60,0,0,0,0
914,0.60,0,0,0,0
915,0.60,0,0,0,0
916,0.60,0,0,0,0
917,0.60,0,0,0,0
918,0.60,0,0,0,0
919,0.60,0,0,0,0
920,0.60,0,0,0,0
921,0.60,0,0,0,0
922,0.60,0,0,0,0
923,0.60,0,0,0,0
924,0.60,0,0,0,0
925,0.60,0,0,0,0
926,0.60,0,0,0,0
927,0.60,0,0,0,0
928,0.60,0,0,0,0
929,0.87,0,0,0,0
930,0.87,0,0,0,0
931,0.87,0,0,0,0
932,0.87,0,0,0,0
933,0.87,0.57,0,0,0
